CVE,Type,Severity,Updated_AOSP_versions,CVE_Classification,bulletin,Updated_Devices
CVE-2016-2483,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Mediaserver,2016-06-01.txt,All Nexus
CVE-2016-2484,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Mediaserver,2016-06-01.txt,All Nexus
CVE-2016-2485,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Mediaserver,2016-06-01.txt,All Nexus
CVE-2016-2486,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Mediaserver,2016-06-01.txt,All Nexus
CVE-2016-2487,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in Mediaserver,2016-06-01.txt,All Nexus
CVE-2016-2494,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of Privilege Vulnerability in SD Card Emulation Layer,2016-06-01.txt,All Nexus
CVE-2016-2495,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Remote Denial of Service Vulnerability in Mediaserver,2016-06-01.txt,All Nexus
CVE-2016-2496,,Moderate,"6.0, 6.1",Elevation of Privilege Vulnerability in Framework UI,2016-06-01.txt,All Nexus
CVE-2016-2499,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Information Disclosure Vulnerability in Mediaserver,2016-06-01.txt,All Nexus
CVE-2016-2500,,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1",Information Disclosure Vulnerability in Activity Manager,2016-06-01.txt,All Nexus
CVE-2016-3819,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Remote code execution vulnerability in Mediaserver,2016-08-01.txt,All Nexus
CVE-2016-3820,,Critical,"6.0, 6.0.1",Remote code execution vulnerability in Mediaserver,2016-08-01.txt,All Nexus
CVE-2016-3821,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Remote code execution vulnerability in Mediaserver,2016-08-01.txt,All Nexus
CVE-2016-3822,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Remote code execution vulnerability in libjhead,2016-08-01.txt,All Nexus
CVE-2016-3823,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of privilege vulnerability in Mediaserver,2016-08-01.txt,All Nexus
CVE-2016-3824,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of privilege vulnerability in Mediaserver,2016-08-01.txt,All Nexus
CVE-2016-3825,,High,"5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of privilege vulnerability in Mediaserver,2016-08-01.txt,All Nexus
CVE-2016-3826,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of privilege vulnerability in Mediaserver,2016-08-01.txt,All Nexus
CVE-2016-3827,,High,6.0.1,Denial of service vulnerability in Mediaserver,2016-08-01.txt,All Nexus
CVE-2016-3828,,High,"6.0, 6.0.1",Denial of service vulnerability in Mediaserver,2016-08-01.txt,All Nexus
CVE-2016-3829,,High,"6.0, 6.0.1",Denial of service vulnerability in Mediaserver,2016-08-01.txt,All Nexus
CVE-2016-3830,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Denial of service vulnerability in Mediaserver,2016-08-01.txt,All Nexus
CVE-2016-3831,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Denial of service vulnerability in system clock,2016-08-01.txt,All Nexus
CVE-2016-3832,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of privilege vulnerability in framework APIs,2016-08-01.txt,All Nexus
CVE-2016-3833,,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of privilege vulnerability in Shell,2016-08-01.txt,All Nexus
CVE-2016-2842,,None*,"4.4.4, 5.0.2, 5.1.1",Information disclosure vulnerability in OpenSSL,2016-08-01.txt,All Nexus
CVE-2016-3834,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Information disclosure vulnerability in camera APIs,2016-08-01.txt,All Nexus
CVE-2016-3835,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Information disclosure vulnerability in Mediaserver,2016-08-01.txt,All Nexus
CVE-2016-3836,,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1",Information disclosure vulnerability in SurfaceFlinger,2016-08-01.txt,All Nexus
CVE-2016-3837,,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1",Information disclosure vulnerability in Wi-Fi,2016-08-01.txt,All Nexus
CVE-2016-3838,,Moderate,"6.0, 6.0.1",Denial of service vulnerability in system UI,2016-08-01.txt,All Nexus
CVE-2016-3839,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Denial of service vulnerability in Bluetooth,2016-08-01.txt,All Nexus
CVE-2017-0405,,Critical,"7.0, 7.1.1",Remote code execution vulnerability in Surfaceflinger,2017-02-01.txt,All
CVE-2017-0406,,Critical,"6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in Mediaserver,2017-02-01.txt,All
CVE-2017-0407,,Critical,"6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in Mediaserver,2017-02-01.txt,All
CVE-2017-0408,,High,7.1.1,Remote code execution vulnerability in libgdx,2017-02-01.txt,All
CVE-2017-0409,,High,"6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in libstagefright,2017-02-01.txt,All
CVE-2016-5552,,High,"7.0, 7.1.1",Elevation of privilege vulnerability in Java.Net,2017-02-01.txt,All
CVE-2017-0410,,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Framework APIs,2017-02-01.txt,All
CVE-2017-0411,,High,"7.0, 7.1.1",Elevation of privilege vulnerability in Framework APIs,2017-02-01.txt,All
CVE-2017-0412,,High,"7.0, 7.1.1",Elevation of privilege vulnerability in Framework APIs,2017-02-01.txt,All
CVE-2017-0415,,High,"6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Mediaserver,2017-02-01.txt,All
CVE-2017-0416,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Audioserver,2017-02-01.txt,All
CVE-2017-0417,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Audioserver,2017-02-01.txt,All
CVE-2017-0418,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Audioserver,2017-02-01.txt,All
CVE-2017-0419,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Audioserver,2017-02-01.txt,All
CVE-2017-0420,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in AOSP Mail,2017-02-01.txt,All
CVE-2017-0413,,High,"6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in AOSP Messaging,2017-02-01.txt,All
CVE-2017-0414,,High,"6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in AOSP Messaging,2017-02-01.txt,All
CVE-2017-0421,,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in Framework APIs,2017-02-01.txt,All
CVE-2017-0422,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in Bionic DNS,2017-02-01.txt,All
CVE-2017-0423,,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Bluetooth,2017-02-01.txt,All
CVE-2017-0424,,Moderate,"6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in AOSP Messaging,2017-02-01.txt,All
CVE-2017-0425,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in Audioserver,2017-02-01.txt,All
CVE-2017-0426,,Moderate,"7.0, 7.1.1",Information disclosure vulnerability in Filesystem,2017-02-01.txt,All
CVE-2016-5419,,High,7.0,Remote code execution vulnerability in CURL/LIBCURL,2016-12-01.txt,All
CVE-2016-5420,,High,7.0,Remote code execution vulnerability in CURL/LIBCURL,2016-12-01.txt,All
CVE-2016-5421,,High,7.0,Remote code execution vulnerability in CURL/LIBCURL,2016-12-01.txt,All
CVE-2016-6762,,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in libziparchive,2016-12-01.txt,All
CVE-2016-6763,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Denial of service vulnerability in Telephony,2016-12-01.txt,All
CVE-2016-6766 ,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Denial of service vulnerability in Mediaserver,2016-12-01.txt,All
CVE-2016-6765,,High,"4.4.4, 5.0.2, 5.1.1, 7.0",Denial of service vulnerability in Mediaserver,2016-12-01.txt,All
CVE-2016-6764,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Denial of service vulnerability in Mediaserver,2016-12-01.txt,All
CVE-2016-6767,,High,4.4.4,Denial of service vulnerability in Mediaserver,2016-12-01.txt,None*
CVE-2016-6768,,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Remote Code Execution vulnerability in Framesequence library,2016-12-01.txt,All
CVE-2016-6769,,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of privilege vulnerability in Smart Lock,2016-12-01.txt,None*
CVE-2016-6770,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Framework APIs,2016-12-01.txt,All
CVE-2016-6771,,Moderate,"6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Telephony,2016-12-01.txt,All
CVE-2016-6772,,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Wi-Fi,2016-12-01.txt,All
CVE-2016-6773,,Moderate,"6.0, 6.0.1, 7.0",Information disclosure vulnerability in Mediaserver,2016-12-01.txt,All
CVE-2016-6774,,Moderate,7.0,Information disclosure vulnerability in Package Manager,2016-12-01.txt,All
CVE-2017-0538,,Critical,"6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in Mediaserver,2017-04-01.txt,All
CVE-2017-0539,,Critical,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in Mediaserver,2017-04-01.txt,All
CVE-2017-0541,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in Mediaserver,2017-04-01.txt,All
CVE-2017-0542,,Critical,"6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in Mediaserver,2017-04-01.txt,All
CVE-2017-0543,,Critical,"6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in Mediaserver,2017-04-01.txt,All
CVE-2017-0544,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in CameraBase,2017-04-01.txt,All
CVE-2017-0545,,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Audioserver,2017-04-01.txt,All
CVE-2017-0546,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in SurfaceFlinger,2017-04-01.txt,All
CVE-2017-0547,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in Mediaserver,2017-04-01.txt,All
CVE-2017-0548,,High,"7.0, 7.1.1",Denial of service vulnerability in libskia,2017-04-01.txt,All
CVE-2017-0549,,High,"6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in Mediaserver,2017-04-01.txt,All
CVE-2017-0550,,High,"6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in Mediaserver,2017-04-01.txt,All
CVE-2017-0551,,High,"6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in Mediaserver,2017-04-01.txt,All
CVE-2017-0552,,High,"6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in Mediaserver,2017-04-01.txt,All
CVE-2017-0553,,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in libnl,2017-04-01.txt,All
CVE-2017-0554,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Telephony,2017-04-01.txt,All
CVE-2017-0555,,Moderate,"6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in Mediaserver,2017-04-01.txt,All
CVE-2017-0556,,Moderate,"6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in Mediaserver,2017-04-01.txt,All
CVE-2017-0557,,Moderate,"6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in Mediaserver,2017-04-01.txt,All
CVE-2017-0558,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in Mediaserver,2017-04-01.txt,All
CVE-2017-0559,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in libskia,2017-04-01.txt,All
CVE-2017-0560,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in Factory Reset,2017-04-01.txt,All
CVE-2016-3900,,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in ServiceManager,2016-10-01.txt,All Nexus
CVE-2016-3908,,High,"6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Lock Settings Service,2016-10-01.txt,All Nexus
CVE-2016-3909,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Mediaserver,2016-10-01.txt,All Nexus
CVE-2016-3910,,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Mediaserver,2016-10-01.txt,All Nexus
CVE-2016-3913,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Mediaserver,2016-10-01.txt,All Nexus
CVE-2016-3911,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Zygote process,2016-10-01.txt,All Nexus
CVE-2016-3912,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in framework APIs,2016-10-01.txt,All Nexus
CVE-2016-3914,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Telephony,2016-10-01.txt,All Nexus
CVE-2016-3915,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Camera service,2016-10-01.txt,All Nexus
CVE-2016-3916,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Camera service,2016-10-01.txt,All Nexus
CVE-2016-3917,,High,"6.0.1, 7.0",Elevation of privilege vulnerability in fingerprint login,2016-10-01.txt,All Nexus
CVE-2016-3918,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Information disclosure vulnerability in AOSP Mail,2016-10-01.txt,All Nexus
CVE-2016-3882,,High,"6.0, 6.0.1, 7.0",Denial of service vulnerability in Wi-Fi,2016-10-01.txt,All Nexus
CVE-2016-5348,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Denial of service vulnerability in GPS,2016-10-01.txt,All Nexus
CVE-2016-3920,,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Denial of service vulnerability in Mediaserver,2016-10-01.txt,All Nexus
CVE-2016-3921,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Framework Listener,2016-10-01.txt,All Nexus
CVE-2016-3922,,Moderate,"6.0, 6.0.1, 7.0",Elevation of privilege vulnerability in Telephony,2016-10-01.txt,All Nexus
CVE-2016-3923,,Moderate,7.0,Elevation of privilege vulnerability in Accessibility services,2016-10-01.txt,All Nexus
CVE-2016-3924,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0",Information disclosure vulnerability in Mediaserver,2016-10-01.txt,All Nexus
CVE-2016-3925,,Moderate,"6.0, 6.0.1, 7.0",Denial of service vulnerability in Wi-Fi,2016-10-01.txt,All Nexus
CVE-2016-2506,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Remote code execution vulnerability in Mediaserver,2016-07-01.txt,All Nexus
CVE-2016-2505,,Critical,"6.0, 6.0.1",Remote code execution vulnerability in Mediaserver,2016-07-01.txt,All Nexus
CVE-2016-2507,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Remote code execution vulnerability in Mediaserver,2016-07-01.txt,All Nexus
CVE-2016-2508,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Remote code execution vulnerability in Mediaserver,2016-07-01.txt,All Nexus
CVE-2016-3741,,Critical,"6.0, 6.0.1",Remote code execution vulnerability in Mediaserver,2016-07-01.txt,All Nexus
CVE-2016-3742,,Critical,"6.0, 6.0.1",Remote code execution vulnerability in Mediaserver,2016-07-01.txt,All Nexus
CVE-2016-3743,,Critical,"6.0, 6.0.1",Remote code execution vulnerability in Mediaserver,2016-07-01.txt,All Nexus
CVE-2016-2108,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Remote code execution vulnerability in OpenSSL & BoringSSL,2016-07-01.txt,All Nexus
CVE-2016-3744,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Remote code execution vulnerability in Bluetooth,2016-07-01.txt,All Nexus
CVE-2016-3751,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of privilege vulnerability in libpng,2016-07-01.txt,All Nexus
CVE-2016-3745,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of privilege vulnerability in Mediaserver,2016-07-01.txt,All Nexus
CVE-2016-3746,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of privilege vulnerability in Mediaserver,2016-07-01.txt,All Nexus
CVE-2016-3747,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of privilege vulnerability in Mediaserver,2016-07-01.txt,All Nexus
CVE-2016-3748,,High,"6.0, 6.0.1",Elevation of privilege vulnerability in sockets,2016-07-01.txt,All Nexus
CVE-2016-3749,,High,"6.0, 6.0.1",Elevation of privilege vulnerability in LockSettingsService,2016-07-01.txt,All Nexus
CVE-2016-3750,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of privilege vulnerability in Framework APIs,2016-07-01.txt,All Nexus
CVE-2016-3752,,High,"6.0, 6.0.1",Elevation of privilege vulnerability in ChooserTarget service,2016-07-01.txt,All Nexus
CVE-2016-3753,,High,4.4.4,Information disclosure vulnerability in Mediaserver,2016-07-01.txt,None*
CVE-2016-2107,,High,"4.4.4, 5.0.2, 5.1.1",Information disclosure vulnerability in OpenSSL,2016-07-01.txt,None*
CVE-2016-3754,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Denial of service vulnerability in Mediaserver,2016-07-01.txt,All Nexus
CVE-2016-3755,,High,"6.0, 6.0.1",Denial of service vulnerability in Mediaserver,2016-07-01.txt,All Nexus
CVE-2016-3756,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Denial of service vulnerability in Mediaserver,2016-07-01.txt,All Nexus
CVE-2016-3818,,High,4.4.4,Denial of service vulnerability in libc,2016-07-01.txt,None*
CVE-2016-3757,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of privilege vulnerability in lsof,2016-07-01.txt,All Nexus
CVE-2016-3758,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of privilege vulnerability in DexClassLoader,2016-07-01.txt,All Nexus
CVE-2016-3759,,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of privilege vulnerability in Framework APIs,2016-07-01.txt,All Nexus
CVE-2016-3760,,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of privilege vulnerability in Bluetooth,2016-07-01.txt,All Nexus
CVE-2016-3761,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of privilege vulnerability in NFC,2016-07-01.txt,All Nexus
CVE-2016-3762,,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1",Elevation of privilege vulnerability in sockets,2016-07-01.txt,All Nexus
CVE-2016-3763,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Information disclosure vulnerability in Proxy Auto-Config,2016-07-01.txt,All Nexus
CVE-2016-3764,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Information disclosure vulnerability in Mediaserver,2016-07-01.txt,All Nexus
CVE-2016-3765,,Moderate,"6.0, 6.0.1",Information disclosure vulnerability in Mediaserver,2016-07-01.txt,All Nexus
CVE-2016-3766,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1",Denial of service vulnerability in Mediaserver,2016-07-01.txt,All Nexus
CVE-2016-5180,,High,7.0,Remote code execution vulnerability in c-ares,2017-01-01.txt,All
CVE-2017-0382,,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in Framesequence,2017-01-01.txt,All
CVE-2017-0383,,High,"7.0, 7.1.1",Elevation of privilege vulnerability in Framework APIs,2017-01-01.txt,All
CVE-2017-0384,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Audioserver,2017-01-01.txt,All
CVE-2017-0385,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Audioserver,2017-01-01.txt,All
CVE-2017-0386,,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in libnl,2017-01-01.txt,All
CVE-2017-0387,,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Mediaserver,2017-01-01.txt,All
CVE-2017-0388,,High,"6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in External Storage Provider,2017-01-01.txt,All
CVE-2017-0389,,High,"6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in core networking,2017-01-01.txt,All
CVE-2017-0390,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in Mediaserver,2017-01-01.txt,All
CVE-2017-0391,,High,"6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in Mediaserver,2017-01-01.txt,All
CVE-2017-0392,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in Mediaserver,2017-01-01.txt,All
CVE-2017-0393,,High,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in Mediaserver,2017-01-01.txt,All
CVE-2017-0394,,High,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Denial of service vulnerability in Telephony,2017-01-01.txt,All
CVE-2017-0395,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in Contacts,2017-01-01.txt,All
CVE-2017-0381,,Moderate,"5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in Mediaserver,2017-01-01.txt,All
CVE-2017-0396,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in Mediaserver,2017-01-01.txt,All
CVE-2017-0397,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in Mediaserver,2017-01-01.txt,All
CVE-2017-0398,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in Audioserver,2017-01-01.txt,All
CVE-2017-0398,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in Audioserver,2017-01-01.txt,All
CVE-2017-0398,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in Audioserver,2017-01-01.txt,All
CVE-2017-0399,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in Audioserver,2017-01-01.txt,All
CVE-2017-0400,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in Audioserver,2017-01-01.txt,All
CVE-2017-0401,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in Audioserver,2017-01-01.txt,All
CVE-2017-0402,,Moderate,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Information disclosure vulnerability in Audioserver,2017-01-01.txt,All
CVE-2016-2182,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in OpenSSL & BoringSSL,2017-03-01.txt,All
CVE-2017-0466,,Critical,"6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in Mediaserver ,2017-03-01.txt,All
CVE-2017-0467,,Critical,"6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in Mediaserver ,2017-03-01.txt,All
CVE-2017-0468,,Critical,"6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in Mediaserver ,2017-03-01.txt,All
CVE-2017-0469,,Critical,"6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in Mediaserver ,2017-03-01.txt,All
CVE-2017-0470,,Critical,"6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in Mediaserver ,2017-03-01.txt,All
CVE-2017-0471,,Critical,"6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in Mediaserver ,2017-03-01.txt,All
CVE-2017-0472,,Critical,"6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in Mediaserver ,2017-03-01.txt,All
CVE-2017-0473,,Critical,"6.0, 6.0.1, 7.0, 7.1.1",Remote code execution vulnerability in Mediaserver ,2017-03-01.txt,All
CVE-2017-0474,,Critical,"7.0, 7.1.1",Remote code execution vulnerability in Mediaserver ,2017-03-01.txt,All
CVE-2017-0475,,Critical,"4.4.4, 5.0.2, 5.1.1, 6.0, 6.0.1, 7.0, 7.1.1",Elevation of privilege vulnerability in recovery verifier,2017-03-01.txt,All
